fighter_id,name,nickname,height,reach,weight,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,fighter_link
144,Fellipe Andrew,,,,,,1994-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7977fb0fd9c5955d
145,Dylan Andrews,The Villain,73.0,74.0,185.0,Switch,1979-11-15,2.21,0.5,2.72,0.46,2.83,0.5,0.5700000000000001,0.4,http://ufcstats.com/fighter-details/00debc804e2b1cd4
146,Reese Andy,Riptide,72.0,,205.0,Orthodox,1973-03-31,2.87,0.5,3.5,0.58,0.67,0.2,0.4,0.0,http://ufcstats.com/fighter-details/46e2ca71fd5089cb
147,Angga,The Hitman,67.0,68.0,145.0,Orthodox,1989-01-13,3.56,0.38,3.77,0.53,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/d6a3e131ad4ba064
148,Julius Anglickas,,75.0,,205.0,Orthodox,1991-07-23,4.62,0.78,1.86,0.5,4.47,0.5,0.6,1.1,http://ufcstats.com/fighter-details/e20ad078a7d63361
149,Collin Anglin,,69.0,71.0,145.0,Orthodox,1993-02-20,4.59,0.48,5.54,0.51,2.28,0.66,1.0,0.0,http://ufcstats.com/fighter-details/047a91d3d9c79b05
150,Chad Anheliger,The Monster,66.0,64.0,135.0,Orthodox,1986-12-01,3.11,0.46,2.76,0.53,0.68,0.3,0.38,0.5,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
151,Yoji Anjo,Mr. 200%,71.0,,205.0,Orthodox,1967-03-28,0.0,0.0,3.13,0.25,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e06fd1260ac865a7
152,Magomed Ankalaev,,75.0,75.0,205.0,Orthodox,1992-06-02,3.66,0.52,2.46,0.5700000000000001,0.8,0.22,0.87,0.0,http://ufcstats.com/fighter-details/d802174b0c0c1f4e
153,Gadzhimurad Antigulov,,71.0,70.0,205.0,Orthodox,1987-02-09,2.08,0.55,4.21,0.4,5.08,0.36,0.0,1.4,http://ufcstats.com/fighter-details/af997f7611673880
154,Adam Antolin,Captain Chaos,65.0,63.0,125.0,Orthodox,1982-02-28,5.73,0.52,5.0,0.6900000000000001,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/25b31165758402dd
155,Angelo Antonio,,,,205.0,Orthodox,,1.09,0.5,7.64,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/dbd198f780286aca
156,Vanilto Antunes,,72.0,72.0,170.0,Orthodox,1994-12-28,5.49,0.48,14.27,0.43,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cc49ada1ea955b13
157,Azunna Anyanwu,Zulu,73.0,,251.0,Orthodox,1981-08-05,2.47,0.42,2.47,0.6900000000000001,0.65,1.0,0.0,0.0,http://ufcstats.com/fighter-details/78d48d3874dacafd
158,Shinsho Anzai,Animal,67.0,70.0,170.0,Orthodox,1985-12-01,3.23,0.58,3.75,0.45,1.83,0.16,0.75,0.0,http://ufcstats.com/fighter-details/4665f9f909cd7214
159,Jin Aoi,Blue Devil,,,145.0,,1997-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/031da10a00c8ccd4
160,Shinya Aoki,Tobikan Judan,71.0,,154.0,Southpaw,1983-05-09,0.97,0.58,1.25,0.58,2.54,0.41,0.6,4.0,http://ufcstats.com/fighter-details/79ded75550efc139
161,Aoriqileng,The Mongolian Murderer,67.0,69.0,135.0,Orthodox,1993-06-25,4.65,0.49,5.46,0.48,1.2,0.46,0.58,0.0,http://ufcstats.com/fighter-details/7d420039bbfe7c1a
162,Josh Appelt,,70.0,,255.0,Southpaw,1983-06-19,1.35,0.4,11.5,0.32,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/0c1a04afca64e38f
163,Erik Apple,,72.0,,170.0,Orthodox,1977-08-26,0.0,0.0,0.54,0.81,0.0,0.0,0.0,8.1,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb
164,Kenji Arai,,70.0,,145.0,Southpaw,1979-10-05,8.79,0.27,10.29,0.39,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/269d103c96a4c3a5
165,Romie Aram,,70.0,,170.0,Orthodox,1977-12-02,1.8,0.35,2.83,0.5,2.5,0.62,0.8300000000000001,0.0,http://ufcstats.com/fighter-details/73ef22f25d0f70e2
166,Felipe Arantes,Sertanejo,68.0,73.0,135.0,Orthodox,1988-02-09,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,http://ufcstats.com/fighter-details/71002dbc1743b9a7
167,Igor Araujo,,73.0,77.0,170.0,Orthodox,1980-12-06,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d
168,Viviane Araujo,Vivi,64.0,68.0,125.0,Orthodox,1986-11-21,4.04,0.47,4.87,0.56,1.86,0.43,0.8,0.7,http://ufcstats.com/fighter-details/36541f1e6c5d4955
169,Julio Arce,,67.0,70.0,145.0,Southpaw,1989-10-27,4.36,0.36,3.05,0.68,0.46,0.28,0.96,0.3,http://ufcstats.com/fighter-details/1291edf2d566a71a
170,Art Arciniega,King Arthur,68.0,,145.0,,1981-10-15,1.53,0.46,2.73,0.51,0.0,0.0,0.5,1.0,http://ufcstats.com/fighter-details/d25e39e74efb0a77
171,Alice Ardelean,,63.0,62.0,115.0,Orthodox,1992-04-19,4.97,0.45,4.97,0.52,1.0,0.4,1.0,0.0,http://ufcstats.com/fighter-details/87f8699fdcc2c404
172,Tristan Arenal,,,,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9c9455912d917e4e
173,Gabriel Arges,,,,170.0,,1993-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/db3c4a884d704efe
174,Dan Argueta,The Determined,67.0,68.0,135.0,Southpaw,1993-08-13,2.48,0.43,3.44,0.5,4.36,0.35,0.55,1.4,http://ufcstats.com/fighter-details/e4ba58725825412d
175,Reza Arianto,The Crazy Lion,,,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/90063913321e7670
176,Hashem Arkhagha,,74.0,75.0,185.0,Orthodox,1989-09-11,1.84,0.44,8.97,0.43,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/9a7ffa80766caa51
177,Andrei Arlovski,The Pitbull,75.0,77.0,240.0,Orthodox,1979-02-04,3.82,0.45,3.22,0.5700000000000001,0.37,0.35,0.76,0.2,http://ufcstats.com/fighter-details/3738e68d2261e60f
178,Garrett Armfield,,66.0,70.0,135.0,Orthodox,1996-10-09,5.35,0.53,3.64,0.56,1.1,0.5,0.64,0.6,http://ufcstats.com/fighter-details/1effd880e1f1bb30
179,Joey Armstrong,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/30ad2050273d016a
180,Austin Arnett,,72.0,72.0,145.0,Orthodox,1991-10-22,4.52,0.41,6.38,0.62,0.44,0.18,0.5700000000000001,0.2,http://ufcstats.com/fighter-details/bf0e700106d00e55
181,Ricardo Arona,The Brazilian Tiger,71.0,,205.0,Orthodox,1978-07-17,1.66,0.48,1.15,0.5700000000000001,2.41,0.48,0.58,1.2,http://ufcstats.com/fighter-details/05fbfe628658c538
182,Eli Aronov,The Israeli Tank,70.0,72.0,185.0,Orthodox,1996-06-06,8.92,0.68,6.49,0.38,12.16,1.0,0.0,0.0,http://ufcstats.com/fighter-details/a90c200c3fbb22c4
183,Chalid Arrab,Die Faust,71.0,,205.0,Orthodox,1975-05-28,1.56,0.34,1.63,0.56,3.05,0.75,0.37,1.0,http://ufcstats.com/fighter-details/770b9d4813c25902
184,Akbarh Arreola,El Caballero,70.0,71.0,155.0,Southpaw,1983-01-14,2.32,0.45,4.01,0.56,1.07,1.0,0.33,0.4,http://ufcstats.com/fighter-details/c136b2a8852da5bd
185,Matt Arroyo,No Regard,70.0,72.0,170.0,Orthodox,1982-09-01,1.62,0.47,2.01,0.58,2.12,0.36,1.0,5.3,http://ufcstats.com/fighter-details/de62052b2ede65ba
186,Antonio Arroyo,,75.0,73.0,185.0,Orthodox,1989-07-01,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
187,Gilles Arsene,,69.0,,190.0,Southpaw,,0.06,0.1,2.45,0.32,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2dea80c069847321
188,Veta Arteaga,,67.0,,125.0,,,3.2,0.36,1.92,0.65,0.0,0.0,0.4,0.0,http://ufcstats.com/fighter-details/91e3388e69060e69
189,Cesar Arzamendia,Goku,71.0,,155.0,Orthodox,1991-01-31,5.37,0.45,5.2,0.56,7.32,0.75,0.0,2.4,http://ufcstats.com/fighter-details/49f78022126bf4a4
190,Kai Asakura,,68.0,69.0,125.0,Orthodox,1993-10-31,2.4,0.58,4.52,0.38,0.0,0.0,0.5700000000000001,0.0,http://ufcstats.com/fighter-details/d33da8a3d82bdb62
191,Teddy Ash,Bear,73.0,73.0,185.0,Switch,1989-12-27,7.27,0.61,6.8,0.28,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/a373085066dbfb54
192,Arman Ashimov,Mustafa Ozturik,66.0,,125.0,,1992-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d26a0988c9dc9886
193,Yanal Ashmouz,Red Fox,69.0,69.0,155.0,Orthodox,1995-03-31,2.94,0.5,4.54,0.55,4.8,0.5,0.6,0.0,http://ufcstats.com/fighter-details/c739c2995a275314
194,Asjabharan,,66.0,,135.0,,1992-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8be9deb7d6b36354
195,Askar Askar,AK-47,67.0,69.0,145.0,Orthodox,1994-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2abc414136504554
196,Askar Askarov,Bullet,66.0,67.0,125.0,Orthodox,1992-10-09,3.05,0.54,2.8,0.5700000000000001,2.6,0.24,0.66,0.4,http://ufcstats.com/fighter-details/b1d19449397541dc
197,Cyril Asker,Silverback,72.0,74.0,247.0,Orthodox,1985-12-24,3.35,0.39,5.82,0.35,4.41,0.62,1.0,0.9,http://ufcstats.com/fighter-details/9be6020024133293
198,Khusein Askhabov,Nohcho,68.0,69.0,145.0,Orthodox,1995-02-13,2.0,0.26,4.13,0.56,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/5c10da56d712ac9c
199,Scott Askham,,75.0,75.0,185.0,Southpaw,1988-05-20,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,http://ufcstats.com/fighter-details/06827d70c53ff0d9
200,Ben Askren,Funky,71.0,73.0,170.0,Orthodox,1984-07-18,3.64,0.49,5.66,0.36,4.33,0.55,0.0,0.9,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
201,Ibo Aslan,The Last Ottoman,75.0,77.0,205.0,Orthodox,1996-04-23,7.84,0.5,4.43,0.63,0.0,0.0,0.8300000000000001,0.0,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
202,Tom Aspinall,,77.0,78.0,256.0,Orthodox,1993-04-11,8.07,0.67,2.89,0.65,3.27,1.0,1.0,1.6,http://ufcstats.com/fighter-details/399afbabc02376b5
203,Bruno Assis,Brunao,74.0,,185.0,Orthodox,1992-05-23,1.27,0.43,3.2,0.36,2.0,0.5,0.66,1.0,http://ufcstats.com/fighter-details/ff222167cce02919
204,Junior Assuncao,,69.0,72.0,145.0,Orthodox,1981-06-24,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,http://ufcstats.com/fighter-details/d0d7160824278840
205,Raphael Assuncao,,65.0,66.0,135.0,Orthodox,1982-07-19,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2,http://ufcstats.com/fighter-details/2f13e4020cea5b38
206,Michael Aswell,The Texas Kid,68.0,69.0,145.0,Orthodox,2000-09-27,10.33,0.5,6.8,0.52,0.0,0.0,0.5700000000000001,0.0,http://ufcstats.com/fighter-details/01c9e4013afce141
207,Bazigit Atajev,Volk,73.0,,230.0,Orthodox,,0.87,0.41,3.14,0.49,1.0,0.33,0.0,0.0,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
208,Rich Attonito,The Raging Bull,70.0,72.0,170.0,Orthodox,1977-06-16,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0,http://ufcstats.com/fighter-details/210935fd21670f6d
209,Olivier Aubin-Mercier,The Canadian Gangster,69.0,70.0,155.0,Southpaw,1989-02-23,2.48,0.51,2.97,0.55,2.36,0.33,0.7000000000000001,0.5,http://ufcstats.com/fighter-details/55ee431411ccf07a
210,Pat Audinwood,Awesomely Awesome,72.0,,155.0,Orthodox,1986-04-16,1.17,0.12,4.31,0.41,0.8,0.5,0.0,0.0,http://ufcstats.com/fighter-details/196ed28337adc630
211,Jose Augusto,Gugu,75.0,,251.0,,1992-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4d3b08ab127c7585
212,Marcus Aurelio,Maximus,70.0,74.0,155.0,Orthodox,1973-08-18,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,http://ufcstats.com/fighter-details/04643fd03d9159cc
213,David Avellan,,69.0,,185.0,Orthodox,,3.33,0.25,10.0,0.5700000000000001,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/956dcac65e7b34d6
214,Blas Avena,The Disciple,72.0,74.0,170.0,Orthodox,1983-06-30,2.34,0.47,3.36,0.43,2.37,0.8,0.5,1.8,http://ufcstats.com/fighter-details/8753e125f4499816
215,Levi Avera,,73.0,,170.0,,1982-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
216,Anthony Avila,,67.0,,145.0,,1988-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/033d19259f589457
217,Chris Avila,,70.0,,145.0,Orthodox,1993-01-16,2.37,0.3,4.17,0.48,0.0,0.0,0.46,0.0,http://ufcstats.com/fighter-details/4665cbf36b08193b
218,Julia Avila,Raging Panda,67.0,68.0,135.0,Orthodox,1988-05-11,2.81,0.42,3.28,0.55,0.63,0.37,0.52,0.2,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
219,Saad Awad,Assassin,71.0,,155.0,,1983-06-07,2.13,0.26,1.87,0.6,0.5,0.16,1.0,0.5,http://ufcstats.com/fighter-details/da603332ad41f165
220,Javy Ayala,Eye Candy,73.0,,265.0,,1988-08-20,0.83,0.25,5.0,0.33,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/26387c19f32dda0f
221,Jessin Ayari,,72.0,73.0,155.0,Orthodox,1992-05-31,3.53,0.37,3.59,0.58,0.0,0.0,0.5,0.3,http://ufcstats.com/fighter-details/6eaec40f724852f4
222,Abu Azaitar,Captain Morocco,69.0,76.0,185.0,Orthodox,1986-03-10,4.38,0.43,4.32,0.51,1.0,0.37,0.42,0.0,http://ufcstats.com/fighter-details/46d0a888d87d91ac
223,Ottman Azaitar,Bulldozer,68.0,71.0,155.0,Switch,1990-02-20,4.43,0.44,4.11,0.52,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/ee18ff42063174df
224,Luiz Azeredo,,69.0,,154.0,Orthodox,1976-06-10,2.16,0.39,2.76,0.5700000000000001,1.07,0.5,0.45,0.3,http://ufcstats.com/fighter-details/063649e21bc9d6d5
225,Luciano Azevedo,,75.0,,161.0,Orthodox,1981-06-25,0.76,0.45,1.97,0.27,2.28,0.11,0.0,0.0,http://ufcstats.com/fighter-details/9bcfb40dbcd50568
226,Hunter Azure,,68.0,69.0,145.0,Orthodox,1992-03-02,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
227,Niklas Backstrom,,73.0,,145.0,Orthodox,1989-08-22,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2,http://ufcstats.com/fighter-details/39cc64bf0a269db9
228,Seth Baczynski,The Polish Pistola,75.0,75.0,170.0,Orthodox,1981-10-26,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
229,Abdul Azeem Badakhshi,The Afghan Lion,,,145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/968764372c49eab6
230,Ryan Bader,Darth,74.0,74.0,205.0,Orthodox,1983-06-07,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,http://ufcstats.com/fighter-details/c0ab242c40decc55
231,Izabela Badurek,,65.0,,115.0,Orthodox,1991-07-11,3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
232,Miguel Baeza,Caramel Thunder,74.0,74.0,170.0,Orthodox,1992-08-23,4.09,0.49,5.92,0.46,0.36,0.22,0.54,2.0,http://ufcstats.com/fighter-details/82d4c957649faf9b
233,Ali Bagautinov,Puncher,64.0,65.0,125.0,Orthodox,1985-06-10,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
234,Mehdi Baghdad,The Sultan,73.0,,155.0,Orthodox,1985-04-13,3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
235,Melsik Baghdasaryan,The Gun,69.0,70.0,145.0,Southpaw,1992-01-28,5.04,0.59,3.14,0.56,0.0,0.0,0.72,0.0,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
236,Siyar Bahadurzada,The Great,71.0,73.0,170.0,Orthodox,1984-04-17,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,http://ufcstats.com/fighter-details/aec185309b4843d0
237,Ignacio Bahamondes,La Jaula,75.0,75.0,155.0,Orthodox,1997-08-27,7.09,0.47,4.36,0.5700000000000001,0.0,0.0,0.85,0.5,http://ufcstats.com/fighter-details/e4a47b07044ddd72
238,Bahatebole Batebolati,Lion King,68.0,71.0,170.0,Southpaw,1997-09-12,4.02,0.45,4.83,0.61,1.34,0.66,1.0,0.0,http://ufcstats.com/fighter-details/8f313e9c3a39c06e
239,Shamar Bailey,,69.0,75.0,155.0,Southpaw,1982-09-22,1.56,0.2,3.91,0.6900000000000001,1.5,0.33,0.37,0.0,http://ufcstats.com/fighter-details/e2b8186b618b00c4
240,Jordan Bailey,,69.0,,145.0,,,1.74,0.4,0.29,0.0,4.35,1.0,0.0,4.3,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
241,Scott Baker,,72.0,,210.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7d5b12de1625984e
242,Bryan Baker,The Beast,75.0,,185.0,Orthodox,1985-10-13,1.78,0.52,2.83,0.45,0.44,0.5,0.37,0.9,http://ufcstats.com/fighter-details/898337ef520fe4d3
243,Jin Bala,,69.0,,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/371efa53bd0cf669
244,Balajin,The Snow Leopard,69.0,72.0,145.0,Orthodox,1992-03-31,1.4,0.33,2.73,0.5,2.0,0.2,0.66,0.0,http://ufcstats.com/fighter-details/e626e92a8f2a9737
245,Oluwale Bamgbose,Holy War Angel,71.0,78.0,185.0,Switch,1987-08-04,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
246,Stephen Banaszak,,72.0,,145.0,,1990-12-07,4.2,0.47,1.15,0.66,0.0,0.0,1.0,1.9,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
247,Marcin Bandel,Bomba,70.0,,155.0,Orthodox,1989-10-10,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
248,Humberto Bandenay,,71.0,71.0,145.0,Southpaw,1994-09-04,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
249,Tae Hyun Bang,Supernatural,69.0,71.0,155.0,Switch,1983-04-15,2.72,0.38,2.07,0.66,0.49,0.33,0.5700000000000001,0.5,http://ufcstats.com/fighter-details/9a2d3567abc02e34
250,Yohan Banks,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
251,Shauna Bannon,Mama B,65.0,65.0,115.0,Switch,1993-10-23,4.77,0.43,3.88,0.44,0.0,0.0,0.42,0.8,http://ufcstats.com/fighter-details/9c442aaf149ea982
252,Antonio Banuelos,,65.0,63.0,135.0,Orthodox,1979-09-23,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
253,Renan Barao,The Baron,66.0,70.0,145.0,Orthodox,1987-01-31,3.78,0.36,3.9,0.5700000000000001,1.49,0.41,0.91,0.5,http://ufcstats.com/fighter-details/2c99576fefe53c7c
254,Junior Barata,,70.0,,170.0,Orthodox,1982-01-25,4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/06dced58ca24a6bd
255,Maycee Barber,The Future,65.0,65.0,125.0,Switch,1998-05-18,4.7,0.53,2.9,0.54,1.44,0.43,0.53,0.1,http://ufcstats.com/fighter-details/6a740daf1b279661
256,Bryan Barberena,Bam Bam,72.0,72.0,185.0,Southpaw,1989-05-03,5.35,0.48,4.59,0.44,0.13,0.22,0.5,0.3,http://ufcstats.com/fighter-details/a331233f597090a5
257,Dione Barbosa,The Witch,66.0,66.0,125.0,Orthodox,1992-05-08,2.35,0.5,2.73,0.67,1.93,0.33,0.42,2.3,http://ufcstats.com/fighter-details/27b388f0aab49780
258,Marcio Barbosa,Ticoto,,,145.0,,1998-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c85bad793cd14e28
259,Edson Barboza,Junior,71.0,75.0,145.0,Orthodox,1986-01-21,4.11,0.44,4.65,0.56,0.45,0.5,0.72,0.1,http://ufcstats.com/fighter-details/64a50dad704d1d49
260,Raoni Barcelos,,67.0,67.0,135.0,Orthodox,1987-05-01,5.11,0.53,4.64,0.6,2.46,0.37,0.8200000000000001,0.7,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
261,Daniel Barez,,66.0,66.0,125.0,Orthodox,1988-12-10,3.65,0.49,5.95,0.5,1.93,0.28,0.8,0.6,http://ufcstats.com/fighter-details/e8fe9c15d348e778
262,Danny Barlow,LeftHand2God,74.0,79.0,170.0,Southpaw,1995-08-02,5.62,0.5,3.7,0.51,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
263,Luke Barnatt,The Bigslow,78.0,77.0,185.0,Orthodox,1988-04-13,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,http://ufcstats.com/fighter-details/172c2135e70f87b7
264,James Barnes,Mooka,68.0,71.0,135.0,Orthodox,1982-05-28,0.57,0.34,3.02,0.39,1.08,0.16,0.4,0.0,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
265,Nick Barnes,,71.0,,170.0,,,2.86,0.29,8.93,0.51,5.36,1.0,1.0,5.4,http://ufcstats.com/fighter-details/78a5eea49638685d
266,Shonte Barnes,Shyne,71.0,76.0,185.0,Southpaw,1987-02-09,2.32,0.38,1.55,0.67,0.0,0.0,0.6,0.0,http://ufcstats.com/fighter-details/e575b6ff678c1aca
267,Josh Barnett,The Warmaster,75.0,78.0,250.0,Orthodox,1977-11-10,3.2,0.5,2.11,0.5700000000000001,1.26,0.55,0.55,1.4,http://ufcstats.com/fighter-details/ad3f53c454cbbead
268,Chris Barnett,Beastboy,69.0,75.0,265.0,Orthodox,1986-06-14,4.21,0.47,6.53,0.39,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
269,Chris Barnhizer,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/91e69a1c3c87325b
270,David Baron,,66.0,,155.0,Switch,1973-02-15,1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7,http://ufcstats.com/fighter-details/80c0bed43da0e27b
271,Phil Baroni,The New York Bad Ass,69.0,72.0,170.0,Orthodox,1976-04-16,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,http://ufcstats.com/fighter-details/1652f3213655b935
272,Dan Barrera,The Fireman,69.0,,170.0,Orthodox,1980-12-23,0.8,0.7000000000000001,1.2,0.28,1.0,0.08,0.0,0.0,http://ufcstats.com/fighter-details/f12f979b657ab876
273,Carlos Barreto,,76.0,,230.0,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a220be6d41d6f97d
274,Jose Barreto,,,,185.0,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c32eab6c2119e989
275,Peter Barrett,Slippery,70.0,73.0,145.0,Southpaw,1986-08-10,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0,http://ufcstats.com/fighter-details/d21113c9ff3788ae
276,Marc-Andre Barriault,Powerbar,73.0,74.0,185.0,Orthodox,1990-02-18,5.98,0.47,5.58,0.52,0.21,0.25,0.67,0.1,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
277,David Barrios,,66.0,,145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e6015889f50075d2
278,Alexandre Barros,Baixinho,69.0,,170.0,Southpaw,1976-11-19,0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0,http://ufcstats.com/fighter-details/8fd1f27e86661ede
279,Ricardo Barros,,73.0,,205.0,,1976-03-22,0.0,0.0,8.22,0.31,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/d26394fc0e8e880a
280,Francimar Barroso,Bodao,73.0,75.0,205.0,Orthodox,1980-02-28,2.77,0.52,3.07,0.59,2.22,0.24,0.8300000000000001,0.0,http://ufcstats.com/fighter-details/b69f24c500d783e7
281,Pat Barry,HD,71.0,74.0,235.0,Orthodox,1979-07-07,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,http://ufcstats.com/fighter-details/658c3465581ae46b
282,Dean Barry,The Sniper,70.0,72.0,170.0,Orthodox,1992-07-03,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
283,Enrique Barzola,El Fuerte,67.0,70.0,145.0,Orthodox,1989-04-28,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,http://ufcstats.com/fighter-details/be0b310a12eb80b4
284,Javid Basharat,The Snow Leopard,69.0,69.0,135.0,Orthodox,1995-09-07,5.41,0.53,2.96,0.61,1.62,0.4,0.8300000000000001,0.2,http://ufcstats.com/fighter-details/bbab3baf66128ae2
285,Farid Basharat,Ferocious,68.0,71.0,135.0,Orthodox,1997-08-02,4.36,0.55,2.57,0.59,3.97,0.44,0.8,0.5,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
286,Austin Bashi,,66.0,70.0,145.0,Orthodox,2001-09-29,1.94,0.48,2.71,0.46,8.39,0.39,0.62,1.3,http://ufcstats.com/fighter-details/d3f89fa685bd8420
